Cell type	PC	Clinical parameter	Effect size	Standard error	Pvalue	FDR
DN B	PC4	hematological	-0.22	0.3	0.47	0.91
DN B	PC4	serological	0.25	0.2	0.21	0.79
DN B	PC4	HCQ	-0.049	0.2	0.81	0.99
DN B	PC4	MMF	0.11	0.23	0.64	0.95
DN B	PC4	TAC	-0.28	0.24	0.24	0.82
DN B	PC5	InactivevsHC	-0.36	0.18	0.05	0.54
DN B	PC5	LDAvsInactive	0.045	0.19	0.82	0.99
DN B	PC5	MDAvsInactive	0.59	0.25	0.021	0.42
DN B	PC5	HDAvsInactive	1.7	0.23	1.6e-09	9.6e-07
DN B	PC5	constitutional	0.45	0.25	0.079	0.61
DN B	PC5	mucocutaneous	0.46	0.19	0.017	0.39
DN B	PC5	musculoskeletal	0.86	0.2	3.9e-05	0.007
DN B	PC5	renal	0.47	0.19	0.012	0.35
DN B	PC5	extrarenal	0.26	0.27	0.33	0.86
DN B	PC5	hematological	0.28	0.24	0.26	0.82
DN B	PC5	serological	0.28	0.16	0.082	0.62
DN B	PC5	HCQ	0.0028	0.17	0.99	  1
DN B	PC5	MMF	-0.14	0.19	0.47	0.91
DN B	PC5	TAC	5.8e-05	0.19	  1	  1
DN B	PC6	InactivevsHC	-0.26	0.21	0.23	0.8
DN B	PC6	LDAvsInactive	0.031	0.25	0.9	0.99
DN B	PC6	MDAvsInactive	-0.24	0.29	0.41	0.89
DN B	PC6	HDAvsInactive	0.35	0.27	0.2	0.79
DN B	PC6	constitutional	0.1	0.3	0.74	0.97
DN B	PC6	mucocutaneous	-0.011	0.23	0.96	  1
DN B	PC6	musculoskeletal	-0.19	0.24	0.42	0.9
DN B	PC6	renal	0.11	0.22	0.62	0.95
DN B	PC6	extrarenal	0.072	0.32	0.82	0.99
DN B	PC6	hematological	0.73	0.29	0.013	0.35
DN B	PC6	serological	-0.14	0.19	0.48	0.92
DN B	PC6	HCQ	0.13	0.2	0.5	0.92
DN B	PC6	MMF	-0.17	0.23	0.45	0.91
DN B	PC6	TAC	-0.3	0.23	0.19	0.78
DN B	PC7	InactivevsHC	0.56	0.18	0.0019	0.13
DN B	PC7	LDAvsInactive	0.17	0.2	0.39	0.89
DN B	PC7	MDAvsInactive	0.78	0.22	0.001	0.084
DN B	PC7	HDAvsInactive	0.58	0.26	0.03	0.46
DN B	PC7	constitutional	-0.015	0.27	0.95	  1
DN B	PC7	mucocutaneous	0.14	0.2	0.49	0.92
DN B	PC7	musculoskeletal	0.1	0.22	0.64	0.95
DN B	PC7	renal	0.073	0.2	0.71	0.97
DN B	PC7	extrarenal	0.42	0.29	0.15	0.73
DN B	PC7	hematological	0.2	0.26	0.45	0.91
DN B	PC7	serological	0.2	0.17	0.25	0.82
DN B	PC7	HCQ	0.7	0.17	7.7e-05	0.012
DN B	PC7	MMF	0.2	0.2	0.31	0.85
DN B	PC7	TAC	0.65	0.2	0.0015	0.11
Plasmablast	PC1	InactivevsHC	0.38	0.14	0.0055	0.24
Plasmablast	PC1	LDAvsInactive	0.38	0.21	0.076	0.6
Plasmablast	PC1	MDAvsInactive	0.46	0.22	0.044	0.53
Plasmablast	PC1	HDAvsInactive	1.2	0.23	2.1e-06	0.0007
Plasmablast	PC1	constitutional	0.13	0.25	0.6	0.94
Plasmablast	PC1	mucocutaneous	0.35	0.19	0.064	0.58
Plasmablast	PC1	musculoskeletal	0.63	0.2	0.0024	0.14
Plasmablast	PC1	renal	0.39	0.19	0.04	0.5
Plasmablast	PC1	extrarenal	0.092	0.27	0.73	0.97
Plasmablast	PC1	hematological	0.49	0.24	0.044	0.53
Plasmablast	PC1	serological	0.29	0.17	0.08	0.62
Plasmablast	PC1	HCQ	-0.21	0.17	0.21	0.79
Plasmablast	PC1	MMF	-0.83	0.19	3.4e-05	0.0063
Plasmablast	PC1	TAC	-0.33	0.2	0.1	0.65
Plasmablast	PC2	InactivevsHC	0.6	0.21	0.0053	0.23
Plasmablast	PC2	LDAvsInactive	-0.53	0.3	0.082	0.62
Plasmablast	PC2	MDAvsInactive	-0.33	0.31	0.31	0.85
Plasmablast	PC2	HDAvsInactive	-0.4	0.32	0.21	0.79
Plasmablast	PC2	constitutional	-0.0015	0.33	  1	  1
Plasmablast	PC2	mucocutaneous	-0.019	0.24	0.94	  1
Plasmablast	PC2	musculoskeletal	0.019	0.26	0.94	  1
Plasmablast	PC2	renal	-0.51	0.24	0.035	0.48
Plasmablast	PC2	extrarenal	0.35	0.34	0.31	0.85
Plasmablast	PC2	hematological	-0.4	0.31	0.2	0.79
Plasmablast	PC2	serological	-0.021	0.21	0.92	  1
Plasmablast	PC2	HCQ	0.22	0.21	0.3	0.84
Plasmablast	PC2	MMF	0.36	0.25	0.15	0.73
Plasmablast	PC2	TAC	-0.35	0.25	0.17	0.75
Plasmablast	PC3	InactivevsHC	0.44	0.22	0.048	0.54
Plasmablast	PC3	LDAvsInactive	-0.61	0.25	0.02	0.41
Plasmablast	PC3	MDAvsInactive	-0.4	0.26	0.13	0.71
Plasmablast	PC3	HDAvsInactive	-0.38	0.3	0.2	0.79
Plasmablast	PC3	constitutional	0.06	0.3	0.84	0.99
Plasmablast	PC3	mucocutaneous	-0.37	0.22	0.1	0.65
Plasmablast	PC3	musculoskeletal	0.27	0.24	0.27	0.83
Plasmablast	PC3	renal	-0.094	0.22	0.67	0.96
Plasmablast	PC3	extrarenal	0.17	0.32	0.59	0.94
Plasmablast	PC3	hematological	0.48	0.29	0.097	0.65
Plasmablast	PC3	serological	-0.31	0.2	0.12	0.69
Plasmablast	PC3	HCQ	0.2	0.2	0.31	0.85
Plasmablast	PC3	MMF	0.21	0.23	0.37	0.88
Plasmablast	PC3	TAC	0.22	0.23	0.35	0.87
Plasmablast	PC4	InactivevsHC	0.83	0.15	4.7e-07	0.00018
Plasmablast	PC4	LDAvsInactive	-0.03	0.25	0.9	0.99
Plasmablast	PC4	MDAvsInactive	0.71	0.24	0.0048	0.21
Plasmablast	PC4	HDAvsInactive	0.65	0.24	0.0092	0.3
Plasmablast	PC4	constitutional	0.073	0.27	0.79	0.98
Plasmablast	PC4	mucocutaneous	0.29	0.2	0.15	0.73
Plasmablast	PC4	musculoskeletal	-0.093	0.22	0.67	0.96
Plasmablast	PC4	renal	0.64	0.2	0.0019	0.12
Plasmablast	PC4	extrarenal	0.21	0.29	0.45	0.91
Plasmablast	PC4	hematological	-0.043	0.26	0.87	0.99
Plasmablast	PC4	serological	0.00058	0.18	  1	  1
Plasmablast	PC4	HCQ	0.043	0.18	0.81	0.99
Plasmablast	PC4	MMF	1.1	0.2	2.3e-07	9.5e-05
Plasmablast	PC4	TAC	0.086	0.21	0.68	0.96
Plasmablast	PC5	InactivevsHC	0.62	0.24	0.012	0.34
Plasmablast	PC5	LDAvsInactive	-0.03	0.32	0.93	  1
Plasmablast	PC5	MDAvsInactive	-0.58	0.4	0.15	0.73
Plasmablast	PC5	HDAvsInactive	-0.081	0.4	0.84	0.99
Plasmablast	PC5	constitutional	-0.061	0.34	0.86	0.99
Plasmablast	PC5	mucocutaneous	0.046	0.25	0.86	0.99
Plasmablast	PC5	musculoskeletal	-0.23	0.27	0.4	0.89
Plasmablast	PC5	renal	0.031	0.25	0.9	0.99
Plasmablast	PC5	extrarenal	-0.16	0.35	0.65	0.95
Plasmablast	PC5	hematological	0.014	0.32	0.97	  1
Plasmablast	PC5	serological	-0.092	0.22	0.67	0.96
Plasmablast	PC5	HCQ	-0.23	0.21	0.29	0.84
Plasmablast	PC5	MMF	0.96	0.25	0.00019	0.026
Plasmablast	PC5	TAC	-0.072	0.25	0.78	0.98
Plasmablast	PC6	InactivevsHC	0.078	0.23	0.73	0.97
Plasmablast	PC6	LDAvsInactive	0.097	0.31	0.75	0.98
Plasmablast	PC6	MDAvsInactive	-0.15	0.4	0.72	0.97
Plasmablast	PC6	HDAvsInactive	-0.087	0.35	0.81	0.99
Plasmablast	PC6	constitutional	-0.21	0.35	0.54	0.93
Plasmablast	PC6	mucocutaneous	-0.072	0.26	0.78	0.98
Plasmablast	PC6	musculoskeletal	-0.27	0.28	0.33	0.86
Plasmablast	PC6	renal	-0.014	0.26	0.96	  1
Plasmablast	PC6	extrarenal	0.32	0.36	0.39	0.88
Plasmablast	PC6	hematological	0.33	0.33	0.32	0.85
Plasmablast	PC6	serological	-0.086	0.23	0.7	0.97
Plasmablast	PC6	HCQ	-0.11	0.22	0.61	0.95
Plasmablast	PC6	MMF	-0.051	0.26	0.85	0.99
Plasmablast	PC6	TAC	0.21	0.27	0.43	0.9
Plasmablast	PC7	InactivevsHC	0.042	0.21	0.84	0.99
Plasmablast	PC7	LDAvsInactive	-0.34	0.28	0.23	0.8
Plasmablast	PC7	MDAvsInactive	-0.12	0.3	0.69	0.96
Plasmablast	PC7	HDAvsInactive	-0.0084	0.31	0.98	  1
Plasmablast	PC7	constitutional	0.23	0.3	0.44	0.9
Plasmablast	PC7	mucocutaneous	-0.22	0.22	0.34	0.86
Plasmablast	PC7	musculoskeletal	0.061	0.24	0.8	0.99
Plasmablast	PC7	renal	0.17	0.22	0.43	0.9
Plasmablast	PC7	extrarenal	0.16	0.32	0.63	0.95
Plasmablast	PC7	hematological	0.069	0.29	0.81	0.99
Plasmablast	PC7	serological	0.087	0.2	0.66	0.96
Plasmablast	PC7	HCQ	0.1	0.2	0.6	0.94
Plasmablast	PC7	MMF	-0.69	0.23	0.0031	0.16
Plasmablast	PC7	TAC	0.78	0.23	0.0011	0.09
CL Mono	PC1	InactivevsHC	0.99	0.1	9.8e-17	1.1e-12
CL Mono	PC1	LDAvsInactive	0.17	0.16	0.28	0.83
CL Mono	PC1	MDAvsInactive	0.65	0.17	0.00024	0.031
CL Mono	PC1	HDAvsInactive	1.3	0.17	2.8e-10	2.5e-07
CL Mono	PC1	constitutional	0.26	0.19	0.17	0.75
CL Mono	PC1	mucocutaneous	0.28	0.14	0.046	0.53
CL Mono	PC1	musculoskeletal	0.48	0.15	0.0016	0.11
CL Mono	PC1	renal	0.48	0.14	0.0007	0.066
CL Mono	PC1	extrarenal	0.24	0.2	0.22	0.8
CL Mono	PC1	hematological	0.33	0.18	0.065	0.59
CL Mono	PC1	serological	0.24	0.12	0.046	0.53
CL Mono	PC1	HCQ	-0.14	0.12	0.25	0.82
CL Mono	PC1	MMF	-0.086	0.13	0.52	0.92
CL Mono	PC1	TAC	0.081	0.14	0.56	0.94
CL Mono	PC2	InactivevsHC	0.0042	0.21	0.98	  1
CL Mono	PC2	LDAvsInactive	0.43	0.28	0.13	0.71
CL Mono	PC2	MDAvsInactive	0.2	0.32	0.54	0.93
CL Mono	PC2	HDAvsInactive	0.42	0.29	0.15	0.73
CL Mono	PC2	constitutional	0.21	0.33	0.53	0.93
CL Mono	PC2	mucocutaneous	-0.15	0.25	0.55	0.93
CL Mono	PC2	musculoskeletal	-0.11	0.26	0.67	0.96
CL Mono	PC2	renal	0.48	0.24	0.05	0.54
CL Mono	PC2	extrarenal	0.073	0.35	0.83	0.99
CL Mono	PC2	hematological	-0.11	0.32	0.73	0.97
CL Mono	PC2	serological	-0.035	0.21	0.87	0.99
CL Mono	PC2	HCQ	-0.19	0.22	0.37	0.88
CL Mono	PC2	MMF	0.35	0.24	0.15	0.73
CL Mono	PC2	TAC	0.062	0.25	0.8	0.99
CL Mono	PC3	InactivevsHC	-0.4	0.21	0.059	0.57
CL Mono	PC3	LDAvsInactive	0.54	0.26	0.045	0.53
CL Mono	PC3	MDAvsInactive	0.35	0.31	0.27	0.83
CL Mono	PC3	HDAvsInactive	0.97	0.31	0.003	0.16
CL Mono	PC3	constitutional	0.56	0.32	0.084	0.62
CL Mono	PC3	mucocutaneous	0.11	0.24	0.64	0.95
CL Mono	PC3	musculoskeletal	0.23	0.26	0.37	0.88
CL Mono	PC3	renal	-0.03	0.24	0.9	0.99
CL Mono	PC3	extrarenal	-0.012	0.34	0.97	  1
CL Mono	PC3	hematological	0.16	0.31	0.6	0.95
CL Mono	PC3	serological	0.17	0.21	0.42	0.89
CL Mono	PC3	HCQ	-0.018	0.21	0.93	  1
CL Mono	PC3	MMF	0.056	0.23	0.81	0.99
CL Mono	PC3	TAC	-0.39	0.24	0.1	0.66
CL Mono	PC4	InactivevsHC	0.42	0.16	0.011	0.33
CL Mono	PC4	LDAvsInactive	0.39	0.27	0.16	0.74
CL Mono	PC4	MDAvsInactive	-0.23	0.3	0.44	0.9
CL Mono	PC4	HDAvsInactive	-0.69	0.3	0.028	0.44
CL Mono	PC4	constitutional	-0.44	0.33	0.18	0.77
CL Mono	PC4	mucocutaneous	0.38	0.24	0.12	0.68
CL Mono	PC4	musculoskeletal	-0.73	0.26	0.0059	0.24
CL Mono	PC4	renal	-0.31	0.24	0.21	0.79
CL Mono	PC4	extrarenal	-0.28	0.34	0.41	0.89
CL Mono	PC4	hematological	-0.56	0.31	0.074	0.6
CL Mono	PC4	serological	0.31	0.21	0.14	0.72
CL Mono	PC4	HCQ	0.2	0.21	0.35	0.87
CL Mono	PC4	MMF	0.064	0.24	0.79	0.98
CL Mono	PC4	TAC	0.083	0.25	0.74	0.97
CL Mono	PC5	InactivevsHC	0.28	0.17	0.1	0.66
CL Mono	PC5	LDAvsInactive	0.069	0.25	0.79	0.98
CL Mono	PC5	MDAvsInactive	-0.56	0.3	0.068	0.59
CL Mono	PC5	HDAvsInactive	-0.4	0.35	0.26	0.82
CL Mono	PC5	constitutional	-0.16	0.36	0.67	0.96
CL Mono	PC5	mucocutaneous	-0.2	0.27	0.45	0.91
CL Mono	PC5	musculoskeletal	0.18	0.28	0.52	0.92
CL Mono	PC5	renal	-0.19	0.26	0.48	0.92
CL Mono	PC5	extrarenal	-0.42	0.38	0.27	0.83
CL Mono	PC5	hematological	-0.013	0.34	0.97	  1
CL Mono	PC5	serological	0.21	0.23	0.37	0.88
CL Mono	PC5	HCQ	-0.11	0.23	0.64	0.95
CL Mono	PC5	MMF	-0.095	0.26	0.71	0.97
CL Mono	PC5	TAC	-0.1	0.27	0.71	0.97
CL Mono	PC6	InactivevsHC	-0.074	0.22	0.73	0.97
CL Mono	PC6	LDAvsInactive	0.23	0.24	0.34	0.86
CL Mono	PC6	MDAvsInactive	-0.18	0.28	0.52	0.92
CL Mono	PC6	HDAvsInactive	0.11	0.31	0.72	0.97
CL Mono	PC6	constitutional	0.14	0.3	0.64	0.95
CL Mono	PC6	mucocutaneous	-0.14	0.22	0.53	0.93
CL Mono	PC6	musculoskeletal	-0.69	0.23	0.004	0.19
CL Mono	PC6	renal	0.15	0.22	0.48	0.92
CL Mono	PC6	extrarenal	0.36	0.31	0.25	0.82
CL Mono	PC6	hematological	-0.16	0.28	0.57	0.94
CL Mono	PC6	serological	0.19	0.19	0.32	0.85
CL Mono	PC6	HCQ	0.14	0.2	0.48	0.92
CL Mono	PC6	MMF	-0.34	0.22	0.13	0.7
CL Mono	PC6	TAC	0.3	0.23	0.19	0.78
CL Mono	PC7	InactivevsHC	-0.13	0.21	0.54	0.93
CL Mono	PC7	LDAvsInactive	0.13	0.21	0.56	0.94
CL Mono	PC7	MDAvsInactive	0.036	0.3	0.9	0.99
CL Mono	PC7	HDAvsInactive	0.36	0.31	0.26	0.82
CL Mono	PC7	constitutional	-0.1	0.3	0.74	0.97
CL Mono	PC7	mucocutaneous	0.071	0.22	0.75	0.98
CL Mono	PC7	musculoskeletal	-0.34	0.24	0.15	0.73
CL Mono	PC7	renal	0.5	0.22	0.025	0.44
CL Mono	PC7	extrarenal	0.3	0.31	0.34	0.86
CL Mono	PC7	hematological	-0.57	0.29	0.049	0.54
CL Mono	PC7	serological	0.057	0.19	0.77	0.98
CL Mono	PC7	HCQ	0.32	0.2	0.12	0.68
CL Mono	PC7	MMF	-0.033	0.22	0.89	0.99
CL Mono	PC7	TAC	-0.12	0.23	0.61	0.95
CD16p Mono	PC1	InactivevsHC	0.92	0.1	6.4e-15	1.5e-11
CD16p Mono	PC1	LDAvsInactive	0.1	0.17	0.56	0.94
CD16p Mono	PC1	MDAvsInactive	0.73	0.18	0.00013	0.02
CD16p Mono	PC1	HDAvsInactive	1.4	0.18	5.7e-11	6.4e-08
CD16p Mono	PC1	constitutional	0.18	0.21	0.37	0.88
CD16p Mono	PC1	mucocutaneous	0.36	0.15	0.024	0.43
CD16p Mono	PC1	musculoskeletal	0.54	0.16	0.0014	0.1
CD16p Mono	PC1	renal	0.47	0.15	0.0018	0.12
CD16p Mono	PC1	extrarenal	0.44	0.21	0.043	0.52
CD16p Mono	PC1	hematological	0.35	0.19	0.076	0.6
CD16p Mono	PC1	serological	0.23	0.13	0.082	0.62
CD16p Mono	PC1	HCQ	-0.054	0.13	0.68	0.96
CD16p Mono	PC1	MMF	-0.16	0.15	0.26	0.82
CD16p Mono	PC1	TAC	0.12	0.15	0.41	0.89
CD16p Mono	PC2	InactivevsHC	0.25	0.21	0.22	0.8
CD16p Mono	PC2	LDAvsInactive	-0.11	0.27	0.7	0.96
CD16p Mono	PC2	MDAvsInactive	0.19	0.29	0.51	0.92
CD16p Mono	PC2	HDAvsInactive	0.25	0.28	0.39	0.88
CD16p Mono	PC2	constitutional	-0.26	0.32	0.42	0.89
CD16p Mono	PC2	mucocutaneous	-0.42	0.24	0.081	0.62
CD16p Mono	PC2	musculoskeletal	0.22	0.25	0.39	0.88
CD16p Mono	PC2	renal	0.47	0.23	0.043	0.52
CD16p Mono	PC2	extrarenal	0.26	0.33	0.43	0.9
CD16p Mono	PC2	hematological	-0.3	0.3	0.33	0.86
CD16p Mono	PC2	serological	-0.0018	0.2	0.99	  1
CD16p Mono	PC2	HCQ	0.029	0.21	0.89	0.99
CD16p Mono	PC2	MMF	-0.12	0.23	0.61	0.95
CD16p Mono	PC2	TAC	0.45	0.24	0.063	0.58
CD16p Mono	PC3	InactivevsHC	0.12	0.18	0.5	0.92
CD16p Mono	PC3	LDAvsInactive	0.24	0.26	0.36	0.88
CD16p Mono	PC3	MDAvsInactive	-0.17	0.32	0.59	0.94
CD16p Mono	PC3	HDAvsInactive	0.32	0.3	0.29	0.83
CD16p Mono	PC3	constitutional	0.0016	0.35	  1	  1
CD16p Mono	PC3	mucocutaneous	0.33	0.26	0.21	0.79
CD16p Mono	PC3	musculoskeletal	-0.051	0.28	0.85	0.99
CD16p Mono	PC3	renal	0.2	0.25	0.42	0.9
CD16p Mono	PC3	extrarenal	-0.012	0.36	0.97	  1
CD16p Mono	PC3	hematological	-0.34	0.33	0.3	0.84
CD16p Mono	PC3	serological	-0.23	0.22	0.3	0.84
CD16p Mono	PC3	HCQ	-0.048	0.22	0.83	0.99
CD16p Mono	PC3	MMF	0.21	0.25	0.4	0.89
CD16p Mono	PC3	TAC	-0.094	0.26	0.71	0.97
CD16p Mono	PC4	InactivevsHC	-0.35	0.18	0.054	0.56
CD16p Mono	PC4	LDAvsInactive	0.16	0.23	0.5	0.92
CD16p Mono	PC4	MDAvsInactive	0.29	0.26	0.28	0.83
CD16p Mono	PC4	HDAvsInactive	0.75	0.28	0.0097	0.3
CD16p Mono	PC4	constitutional	0.79	0.29	0.0084	0.28
CD16p Mono	PC4	mucocutaneous	-0.12	0.22	0.59	0.94
CD16p Mono	PC4	musculoskeletal	0.33	0.24	0.16	0.74
CD16p Mono	PC4	renal	0.26	0.21	0.23	0.8
CD16p Mono	PC4	extrarenal	-0.018	0.31	0.95	  1
CD16p Mono	PC4	hematological	0.22	0.28	0.43	0.9
CD16p Mono	PC4	serological	0.022	0.19	0.91	0.99
CD16p Mono	PC4	HCQ	-0.24	0.19	0.22	0.8
CD16p Mono	PC4	MMF	0.038	0.21	0.86	0.99
CD16p Mono	PC4	TAC	-0.42	0.22	0.057	0.57
CD16p Mono	PC5	InactivevsHC	-0.14	0.2	0.49	0.92
CD16p Mono	PC5	LDAvsInactive	0.18	0.27	0.5	0.92
CD16p Mono	PC5	MDAvsInactive	0.36	0.32	0.26	0.82
CD16p Mono	PC5	HDAvsInactive	0.34	0.23	0.15	0.73
CD16p Mono	PC5	constitutional	-0.36	0.33	0.28	0.83
CD16p Mono	PC5	mucocutaneous	0.42	0.25	0.092	0.64
CD16p Mono	PC5	musculoskeletal	0.13	0.26	0.63	0.95
CD16p Mono	PC5	renal	0.3	0.24	0.21	0.79
CD16p Mono	PC5	extrarenal	-0.16	0.34	0.65	0.95
CD16p Mono	PC5	hematological	-0.32	0.31	0.31	0.85
CD16p Mono	PC5	serological	-0.015	0.21	0.94	  1
CD16p Mono	PC5	HCQ	0.24	0.21	0.25	0.82
CD16p Mono	PC5	MMF	0.29	0.24	0.23	0.8
CD16p Mono	PC5	TAC	0.034	0.24	0.89	0.99
CD16p Mono	PC6	InactivevsHC	0.83	0.16	7e-07	0.00025
CD16p Mono	PC6	LDAvsInactive	0.2	0.25	0.43	0.9
CD16p Mono	PC6	MDAvsInactive	-0.6	0.3	0.051	0.54
CD16p Mono	PC6	HDAvsInactive	-1.1	0.3	0.00046	0.05
CD16p Mono	PC6	constitutional	-0.039	0.35	0.91	0.99
CD16p Mono	PC6	mucocutaneous	-0.22	0.26	0.41	0.89
CD16p Mono	PC6	musculoskeletal	-0.7	0.28	0.014	0.36
CD16p Mono	PC6	renal	-0.36	0.25	0.16	0.74
CD16p Mono	PC6	extrarenal	-0.36	0.36	0.32	0.85
CD16p Mono	PC6	hematological	-0.038	0.33	0.91	0.99
CD16p Mono	PC6	serological	0.18	0.22	0.42	0.9
CD16p Mono	PC6	HCQ	-0.19	0.22	0.38	0.88
CD16p Mono	PC6	MMF	0.092	0.25	0.71	0.97
CD16p Mono	PC6	TAC	-0.22	0.25	0.39	0.88
CD16p Mono	PC7	InactivevsHC	0.21	0.19	0.28	0.83
CD16p Mono	PC7	LDAvsInactive	-0.35	0.26	0.18	0.77
CD16p Mono	PC7	MDAvsInactive	0.18	0.27	0.52	0.92
CD16p Mono	PC7	HDAvsInactive	-0.027	0.32	0.93	  1
CD16p Mono	PC7	constitutional	-0.18	0.33	0.58	0.94
CD16p Mono	PC7	mucocutaneous	-0.12	0.25	0.62	0.95
CD16p Mono	PC7	musculoskeletal	0.77	0.26	0.0037	0.18
CD16p Mono	PC7	renal	-0.28	0.24	0.23	0.8
CD16p Mono	PC7	extrarenal	-0.11	0.34	0.74	0.97
CD16p Mono	PC7	hematological	0.54	0.31	0.083	0.62
CD16p Mono	PC7	serological	-0.35	0.21	0.091	0.64
CD16p Mono	PC7	HCQ	-0.051	0.22	0.81	0.99
CD16p Mono	PC7	MMF	0.041	0.24	0.87	0.99
CD16p Mono	PC7	TAC	-0.18	0.25	0.48	0.92
Int Mono	PC1	InactivevsHC	0.91	0.14	5.4e-09	2.9e-06
Int Mono	PC1	LDAvsInactive	-0.0096	0.21	0.96	  1
Int Mono	PC1	MDAvsInactive	0.36	0.21	0.098	0.65
Int Mono	PC1	HDAvsInactive	1.1	0.22	7e-06	0.002
Int Mono	PC1	constitutional	-0.044	0.26	0.86	0.99
Int Mono	PC1	mucocutaneous	0.34	0.19	0.079	0.61
Int Mono	PC1	musculoskeletal	0.47	0.2	0.023	0.43
Int Mono	PC1	renal	0.31	0.19	0.097	0.65
Int Mono	PC1	extrarenal	0.36	0.27	0.18	0.77
Int Mono	PC1	hematological	0.35	0.24	0.15	0.73
Int Mono	PC1	serological	0.13	0.16	0.45	0.91
Int Mono	PC1	HCQ	-0.03	0.17	0.86	0.99
Int Mono	PC1	MMF	-0.09	0.19	0.63	0.95
Int Mono	PC1	TAC	0.042	0.2	0.83	0.99
Int Mono	PC2	InactivevsHC	0.32	0.24	0.18	0.77
Int Mono	PC2	LDAvsInactive	-0.1	0.27	0.71	0.97
Int Mono	PC2	MDAvsInactive	0.5	0.25	0.056	0.56
Int Mono	PC2	HDAvsInactive	0.6	0.24	0.016	0.38
Int Mono	PC2	constitutional	0.1	0.28	0.72	0.97
Int Mono	PC2	mucocutaneous	-0.17	0.21	0.42	0.89
Int Mono	PC2	musculoskeletal	0.37	0.22	0.1	0.65
Int Mono	PC2	renal	0.52	0.2	0.013	0.35
Int Mono	PC2	extrarenal	0.24	0.29	0.41	0.89
Int Mono	PC2	hematological	-0.14	0.27	0.59	0.94
Int Mono	PC2	serological	0.13	0.18	0.48	0.92
Int Mono	PC2	HCQ	0.12	0.18	0.52	0.92
Int Mono	PC2	MMF	0.16	0.2	0.44	0.9
Int Mono	PC2	TAC	0.37	0.21	0.084	0.62
Int Mono	PC3	InactivevsHC	0.15	0.22	0.51	0.92
Int Mono	PC3	LDAvsInactive	0.38	0.24	0.12	0.68
Int Mono	PC3	MDAvsInactive	0.58	0.28	0.045	0.53
Int Mono	PC3	HDAvsInactive	0.8	0.28	0.0058	0.24
Int Mono	PC3	constitutional	0.45	0.29	0.12	0.69
Int Mono	PC3	mucocutaneous	0.24	0.21	0.27	0.83
Int Mono	PC3	musculoskeletal	-0.056	0.23	0.81	0.99
Int Mono	PC3	renal	0.44	0.21	0.036	0.49
Int Mono	PC3	extrarenal	0.11	0.3	0.72	0.97
Int Mono	PC3	hematological	0.14	0.27	0.6	0.94
Int Mono	PC3	serological	0.092	0.18	0.62	0.95
Int Mono	PC3	HCQ	-0.11	0.19	0.57	0.94
Int Mono	PC3	MMF	-0.032	0.21	0.88	0.99
Int Mono	PC3	TAC	0.042	0.22	0.85	0.99
Int Mono	PC4	InactivevsHC	0.35	0.24	0.14	0.72
Int Mono	PC4	LDAvsInactive	0.098	0.23	0.67	0.96
Int Mono	PC4	MDAvsInactive	-0.38	0.29	0.2	0.78
Int Mono	PC4	HDAvsInactive	0.2	0.24	0.39	0.88
Int Mono	PC4	constitutional	0.79	0.29	0.0071	0.26
Int Mono	PC4	mucocutaneous	-0.028	0.21	0.9	0.99
Int Mono	PC4	musculoskeletal	-0.32	0.23	0.16	0.74
Int Mono	PC4	renal	-0.21	0.21	0.3	0.84
Int Mono	PC4	extrarenal	0.1	0.3	0.73	0.97
Int Mono	PC4	hematological	-0.28	0.27	0.29	0.84
Int Mono	PC4	serological	0.098	0.18	0.59	0.94
Int Mono	PC4	HCQ	-0.029	0.19	0.88	0.99
Int Mono	PC4	MMF	0.065	0.21	0.76	0.98
Int Mono	PC4	TAC	-0.25	0.22	0.26	0.82
Int Mono	PC5	InactivevsHC	0.51	0.18	0.0064	0.25
Int Mono	PC5	LDAvsInactive	0.069	0.29	0.81	0.99
Int Mono	PC5	MDAvsInactive	-0.5	0.27	0.067	0.59
Int Mono	PC5	HDAvsInactive	-0.37	0.33	0.27	0.83
Int Mono	PC5	constitutional	-0.96	0.31	0.0024	0.14
Int Mono	PC5	mucocutaneous	0.076	0.23	0.74	0.97
Int Mono	PC5	musculoskeletal	-0.37	0.24	0.13	0.7
Int Mono	PC5	renal	0.2	0.22	0.37	0.88
Int Mono	PC5	extrarenal	0.5	0.32	0.12	0.68
Int Mono	PC5	hematological	-0.59	0.29	0.044	0.53
Int Mono	PC5	serological	-0.087	0.2	0.66	0.96
Int Mono	PC5	HCQ	-0.039	0.21	0.85	0.99
Int Mono	PC5	MMF	0.41	0.23	0.085	0.62
Int Mono	PC5	TAC	0.15	0.25	0.56	0.94
Int Mono	PC6	InactivevsHC	-0.18	0.17	0.29	0.83
Int Mono	PC6	LDAvsInactive	-0.27	0.3	0.39	0.88
Int Mono	PC6	MDAvsInactive	0.057	0.3	0.85	0.99
Int Mono	PC6	HDAvsInactive	0.83	0.33	0.017	0.39
Int Mono	PC6	constitutional	0.16	0.36	0.66	0.96
Int Mono	PC6	mucocutaneous	-0.23	0.26	0.38	0.88
Int Mono	PC6	musculoskeletal	0.76	0.28	0.0081	0.28
Int Mono	PC6	renal	0.44	0.26	0.094	0.64
Int Mono	PC6	extrarenal	0.73	0.37	0.049	0.54
Int Mono	PC6	hematological	0.26	0.34	0.44	0.9
